uniprot,gene_symbol,status,pdb_path,pae_path,sha256_pdb,retrieved_at,notes
P98160,HSPG2,not_found_afdb,,,,2026-02-16 23:55:10,
P21941,MATN1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P21941/P21941.pdb,research/alphafold_countercurvature/data/raw/afdb/P21941/P21941_pae.json,5239b1c77677358b226bbf214814339c333f660d5e4e1d610b1cc90da6f697a7,2026-02-16 23:55:12,
P56704,WNT3A,downloaded,research/alphafold_countercurvature/data/raw/afdb/P56704/P56704.pdb,research/alphafold_countercurvature/data/raw/afdb/P56704/P56704_pae.json,f031757e87b4771dc2cf8e4a638de57a6541d66961af0a4969e2c4075346d72b,2026-02-16 23:55:14,
O60565,GREM1,downloaded,research/alphafold_countercurvature/data/raw/afdb/O60565/O60565.pdb,research/alphafold_countercurvature/data/raw/afdb/O60565/O60565_pae.json,0bc4a565b4add44cc44bf84da22e0757721f0cc1a7cddc4598eafc9fcea0de4b,2026-02-16 23:55:16,
Q96EB6,SIRT1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q96EB6/Q96EB6.pdb,research/alphafold_countercurvature/data/raw/afdb/Q96EB6/Q96EB6_pae.json,26f69c72f1020b1ceb018c185d33a23a6a9e22637f397da1188ee374fb133bc8,2026-02-16 23:55:20,
Q8IX30,SCUBE3,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q8IX30/Q8IX30.pdb,research/alphafold_countercurvature/data/raw/afdb/Q8IX30/Q8IX30_pae.json,ed1870873838b50757f5ba94b7b65fe9d2db5b10d3c692d7e758e80b9e7f083f,2026-02-16 23:55:22,
P14653,HOXB1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P14653/P14653.pdb,research/alphafold_countercurvature/data/raw/afdb/P14653/P14653_pae.json,c1dd0bb9447fdc7276de3fb3b21114ae4192d4b018177d099d8828c68f3dacab,2026-02-16 23:55:24,
P38936,CDKN1A,downloaded,research/alphafold_countercurvature/data/raw/afdb/P38936/P38936.pdb,research/alphafold_countercurvature/data/raw/afdb/P38936/P38936_pae.json,8edbd961610f6922e3c427b2de10272df52edfb2f624c3c90b6803bd77265d23,2026-02-16 23:55:26,
P15863,PAX1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P15863/P15863.pdb,research/alphafold_countercurvature/data/raw/afdb/P15863/P15863_pae.json,d2b4bbdc7bc244d3a674043dcb2038697c7e41c76d6df04e27b3838973252073,2026-02-16 23:56:04,
P78367,NKX3-2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P78367/P78367.pdb,research/alphafold_countercurvature/data/raw/afdb/P78367/P78367_pae.json,517a07bf878ee795d70602a4b3d5adefda6d7d2f48034dc84ccdf3006708bd82,2026-02-16 23:56:05,
P12109,COL6A1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P12109/P12109.pdb,research/alphafold_countercurvature/data/raw/afdb/P12109/P12109_pae.json,6a977e675eda1130c65c5a44ea7b16b12c5fedf3b0c62bade6a82c02181f5e7c,2026-02-16 23:56:08,
Q13642,FHL1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13642/Q13642.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13642/Q13642_pae.json,1b70e2627181ce408de62975cd5b3b958eabd60436cb289c7f6abaacf310b0f8,2026-02-16 23:56:10,
Q6KF10,GDF6,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q6KF10/Q6KF10.pdb,research/alphafold_countercurvature/data/raw/afdb/Q6KF10/Q6KF10_pae.json,8ac87cb8b22f2d1c88b50d0e60260c1ae875d35ac718ee87a3d4cb34e5e0d621,2026-02-16 23:56:11,
O14640,DVL1,downloaded,research/alphafold_countercurvature/data/raw/afdb/O14640/O14640.pdb,research/alphafold_countercurvature/data/raw/afdb/O14640/O14640_pae.json,c4f6c84e3e50bcc00cfb46cee824183d0952b85d80334e2dc57ccf11bc86df9e,2026-02-16 23:56:21,
O75197,LRP5,downloaded,research/alphafold_countercurvature/data/raw/afdb/O75197/O75197.pdb,research/alphafold_countercurvature/data/raw/afdb/O75197/O75197_pae.json,a05d16ca86baa9bb417a672d1be809def84951ea6b1af5805a454619df68a806,2026-02-16 23:56:24,
Q8NF91,SYNE1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q8NF91/Q8NF91.pdb,research/alphafold_countercurvature/data/raw/afdb/Q8NF91/Q8NF91_pae.json,0276e0d42728a0808287e4fe8d899e4fb4fb5a906e52740916e370a4096ce0e1,2026-02-16 23:56:26,
P21817,RYR1,not_found_afdb,,,,2026-02-16 23:56:27,
P50221,MEOX1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P50221/P50221.pdb,research/alphafold_countercurvature/data/raw/afdb/P50221/P50221_pae.json,5dd86183eb61e0de29e8de5874b816f1cf477e5f0e04f9a2c562143ff668ea71,2026-02-16 23:56:29,
Q9NR23,GDF3,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9NR23/Q9NR23.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9NR23/Q9NR23_pae.json,1de76054af523bdabe8b10b326882811119effae5008b35cdd800e4d1b630c2a,2026-02-16 23:56:31,
Q96MT3,PRICKLE1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q96MT3/Q96MT3.pdb,research/alphafold_countercurvature/data/raw/afdb/Q96MT3/Q96MT3_pae.json,41bc60f2293fa7d53a0e9d97331675f6a491879f80409c8775d311b46dc7892d,2026-02-16 23:56:33,
P03372,ESR1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P03372/P03372.pdb,research/alphafold_countercurvature/data/raw/afdb/P03372/P03372_pae.json,2fa13dc7aaca375b258691e99c228cbe5970692fb1793be69690370c9543c2c1,2026-02-16 23:56:37,
P03956,MMP1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P03956/P03956.pdb,research/alphafold_countercurvature/data/raw/afdb/P03956/P03956_pae.json,4699053af4e4dad1a564af516b17c4347cbb3f7078dca2e0c74c2670ac5f9531,2026-02-16 23:56:38,
P08254,MMP3,downloaded,research/alphafold_countercurvature/data/raw/afdb/P08254/P08254.pdb,research/alphafold_countercurvature/data/raw/afdb/P08254/P08254_pae.json,10fa153e37c8fc53abdd6001f4d363f1bd91e760db2f248dedaec3c07df7a8fd,2026-02-16 23:56:40,
P37231,PPARG,downloaded,research/alphafold_countercurvature/data/raw/afdb/P37231/P37231.pdb,research/alphafold_countercurvature/data/raw/afdb/P37231/P37231_pae.json,f317ff662ca91befffb74c9046a2139c0169c992323e851ade88d992a946aae8,2026-02-16 23:56:42,
P28300,LOX,downloaded,research/alphafold_countercurvature/data/raw/afdb/P28300/P28300.pdb,research/alphafold_countercurvature/data/raw/afdb/P28300/P28300_pae.json,a741004c622a0b7969cca217aa9813c01b8f3b70275d31d72cccf049f8bb4a3d,2026-02-16 23:56:44,
Q9Y283,INVS,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9Y283/Q9Y283.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9Y283/Q9Y283_pae.json,838797d4bd78007501cbc5c2e322ddef0d35fe862cd6f1416b4448e1bbcf8265,2026-02-16 23:56:48,
P98161,PKD1,not_found_afdb,,,,2026-02-16 23:56:49,
P04179,SOD2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P04179/P04179.pdb,research/alphafold_countercurvature/data/raw/afdb/P04179/P04179_pae.json,0026b2340645c3f3ee0859b500ec0defca461c8167edd0f20e2a1ff16f7ea20d,2026-02-16 23:56:50,
O14793,MSTN,downloaded,research/alphafold_countercurvature/data/raw/afdb/O14793/O14793.pdb,research/alphafold_countercurvature/data/raw/afdb/O14793/O14793_pae.json,89ca69cab68516ba8a9d6e155d05b011a1155235be51c0dae1d424f12949d638,2026-02-16 23:56:52,
Q9BQB4,SOST,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9BQB4/Q9BQB4.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9BQB4/Q9BQB4_pae.json,be85a49871de5fa2b35a485d76910d48ee4331d7c9c3504c84ae12a5dbbaa0a2,2026-02-16 23:56:54,
Q04721,NOTCH2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q04721/Q04721.pdb,research/alphafold_countercurvature/data/raw/afdb/Q04721/Q04721_pae.json,fd5bdb09b0b0ff92a34c354eecfbf7549d9ce10fb4fde1d527b2925aef30f483,2026-02-16 23:56:57,
Q5TAB7,RIPPLY2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q5TAB7/Q5TAB7.pdb,research/alphafold_countercurvature/data/raw/afdb/Q5TAB7/Q5TAB7_pae.json,acc974e4b81152fb7d3d1b57d40fd14a4e016542a6f6cd4ac8c570a9e898e890,2026-02-16 23:56:59,
Q14623,IHH,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q14623/Q14623.pdb,research/alphafold_countercurvature/data/raw/afdb/Q14623/Q14623_pae.json,30a62d7fe1e5a55b4823af004ebc97e0e4eb7356d27f03541e41c22f80c3978a,2026-02-16 23:57:00,
P17302,GJA1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P17302/P17302.pdb,research/alphafold_countercurvature/data/raw/afdb/P17302/P17302_pae.json,ff3b45d1b0556b2e95aa27db330bd69947c3a5e2308df549ce7b53d0c16fa16d,2026-02-16 23:57:02,
Q15942,ZYX,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q15942/Q15942.pdb,research/alphafold_countercurvature/data/raw/afdb/Q15942/Q15942_pae.json,e2d2d0079a52e1778d492f8139ff1263bd2a6c7b56814f2046b02c02954bdb6d,2026-02-16 23:57:04,
Q8NFJ9,BBS1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q8NFJ9/Q8NFJ9.pdb,research/alphafold_countercurvature/data/raw/afdb/Q8NFJ9/Q8NFJ9_pae.json,ca3bbea59447582f3ba23b9d31c524a2f9eba55801f92b62729be8835e65b2a0,2026-02-16 23:57:07,
Q68CZ1,RPGRIP1L,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q68CZ1/Q68CZ1.pdb,research/alphafold_countercurvature/data/raw/afdb/Q68CZ1/Q68CZ1_pae.json,1fbd9a7b470e05714c537786650e051a5945d64e84a8c0d89c697692ff8f5f53,2026-02-16 23:57:09,
Q92949,FOXJ1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q92949/Q92949.pdb,research/alphafold_countercurvature/data/raw/afdb/Q92949/Q92949_pae.json,447ce276e4138452a4eb7abfe29e7d7d1246bb5a5095b29f29a55e15ab70622e,2026-02-16 23:57:12,
Q96JM2,ZNF462,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q96JM2/Q96JM2.pdb,research/alphafold_countercurvature/data/raw/afdb/Q96JM2/Q96JM2_pae.json,3bfae957f1ff17d14f99d6411b9b83d41e449d8764c0028bcfd1600ef98e9564,2026-02-16 23:57:15,
P35354,PTGS2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P35354/P35354.pdb,research/alphafold_countercurvature/data/raw/afdb/P35354/P35354_pae.json,0d64f38295da66c3935c8d4c85626623b15da598873d1293f1908740b5a06ea4,2026-02-16 23:57:16,
P84022,SMAD3,downloaded,research/alphafold_countercurvature/data/raw/afdb/P84022/P84022.pdb,research/alphafold_countercurvature/data/raw/afdb/P84022/P84022_pae.json,a2d836820c81c6cbfc7509fc0280e6715d6ee1ad4cc8ef5d2e647f2570f70b13,2026-02-16 23:57:22,
Q4G0X9,CCDC40,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q4G0X9/Q4G0X9.pdb,research/alphafold_countercurvature/data/raw/afdb/Q4G0X9/Q4G0X9_pae.json,4a870f5fb3dd548b704818c44e4972cd23f0e242cedc09dda7bcc593890381e3,2026-02-16 23:57:25,
Q2M1P5,KIF7,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q2M1P5/Q2M1P5.pdb,research/alphafold_countercurvature/data/raw/afdb/Q2M1P5/Q2M1P5_pae.json,deb911849f37f3a02632a658f92d6c8d7e63f0a2bc1fe6f51313c6aa7de101c1,2026-02-16 23:57:28,
Q15672,TWIST1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q15672/Q15672.pdb,research/alphafold_countercurvature/data/raw/afdb/Q15672/Q15672_pae.json,921ab30a490f9a25f82c8aba1bb7e31ce0c523662bb4de7f51eaaade7f8dc5ed,2026-02-16 23:57:29,
Q15063,POSTN,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q15063/Q15063.pdb,research/alphafold_countercurvature/data/raw/afdb/Q15063/Q15063_pae.json,2d991f42fc0b29ffbe2f67bdf1e6c841115e203863be99bc1fd3486ffc7c66cf,2026-02-16 23:57:31,
Q96DT5,DNAH11,not_found_afdb,,,,2026-02-16 23:57:36,
Q5T0F0,CFAP298,not_found_afdb,,,,2026-02-16 23:57:37,
O95995,GAS8,downloaded,research/alphafold_countercurvature/data/raw/afdb/O95995/O95995.pdb,research/alphafold_countercurvature/data/raw/afdb/O95995/O95995_pae.json,3894c10dc142468e3b0884b25245272c6b5b374ea7f09033e6a645edd516b6e2,2026-02-16 23:57:39,
O00469,PLOD2,downloaded,research/alphafold_countercurvature/data/raw/afdb/O00469/O00469.pdb,research/alphafold_countercurvature/data/raw/afdb/O00469/O00469_pae.json,f27fb76527383eb8b8087c407c1cb8fe8d7bd63133c2fe5549667df108690e54,2026-02-16 23:57:41,
P35222,CTNNB1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P35222/P35222.pdb,research/alphafold_countercurvature/data/raw/afdb/P35222/P35222_pae.json,9c02a6ec1d422bcbaa7da290e50c099a379510c40a5620682020f8424120cbef,2026-02-16 23:57:43,
Q13253,NOG,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13253/Q13253.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13253/Q13253_pae.json,b1d05b2964ccdde92cee78522375b9e9419041942b874c5e62bb1d005e57b745,2026-02-16 23:57:44,
P31749,AKT1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P31749/P31749.pdb,research/alphafold_countercurvature/data/raw/afdb/P31749/P31749_pae.json,76beb2c6fdfdada1eea8583ef5c23e2f9e8708c81fbe7e6fc9fde7c698e90cca,2026-02-16 23:57:46,
Q13485,SMAD4,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13485/Q13485.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13485/Q13485_pae.json,9f58a8b0da859915ab82a5d9f60cf30d4aa81d0f9aff3cccebd068a07a826660,2026-02-16 23:57:48,
P61586,RHOA,downloaded,research/alphafold_countercurvature/data/raw/afdb/P61586/P61586.pdb,research/alphafold_countercurvature/data/raw/afdb/P61586/P61586_pae.json,30e5768f52719becc9962830f10edf1a400b360767201e57e1e30d4735640560,2026-02-16 23:57:49,
P35579,MYH9,downloaded,research/alphafold_countercurvature/data/raw/afdb/P35579/P35579.pdb,research/alphafold_countercurvature/data/raw/afdb/P35579/P35579_pae.json,43d38359c1f353de9eb46de3e3d4b08fedc087d217fb05a248445223bc1988d0,2026-02-16 23:57:52,
P21810,BGN,downloaded,research/alphafold_countercurvature/data/raw/afdb/P21810/P21810.pdb,research/alphafold_countercurvature/data/raw/afdb/P21810/P21810_pae.json,87cbcd03420d74600958ca0942864efb3017282f75d85f438003f688657493c8,2026-02-16 23:57:54,
P15311,EZR,downloaded,research/alphafold_countercurvature/data/raw/afdb/P15311/P15311.pdb,research/alphafold_countercurvature/data/raw/afdb/P15311/P15311_pae.json,bec5782ec37fecb78101a248983f6a5695c0f14bce3f8ed1e529b804407d5d5d,2026-02-16 23:57:56,
Q15599,SLC9A3R1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q15599/Q15599.pdb,research/alphafold_countercurvature/data/raw/afdb/Q15599/Q15599_pae.json,6bee9ba4ad3d7d23440c5029e75bd3017fd647810eade7ea237d00631aaa0e49,2026-02-16 23:57:57,
Q86TH1,ADAMTSL2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q86TH1/Q86TH1.pdb,research/alphafold_countercurvature/data/raw/afdb/Q86TH1/Q86TH1_pae.json,f17c050e8650621dc97088821ee339174f2ac5877030000244d67196a82331ed,2026-02-16 23:58:25,
Q8N2S1,LTBP4,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q8N2S1/Q8N2S1.pdb,research/alphafold_countercurvature/data/raw/afdb/Q8N2S1/Q8N2S1_pae.json,067c1fe6701d743143a4ad5fbdf1346726830ec2056826430b062de68515b577,2026-02-16 23:58:28,
P42336,PIK3CA,downloaded,research/alphafold_countercurvature/data/raw/afdb/P42336/P42336.pdb,research/alphafold_countercurvature/data/raw/afdb/P42336/P42336_pae.json,8042943cec4d40cf92f40dd60eec4d3e42107e70cc2da678ba3260e8ef38f244,2026-02-16 23:58:30,
P20908,COL5A1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P20908/P20908.pdb,research/alphafold_countercurvature/data/raw/afdb/P20908/P20908_pae.json,c5a4769b771353b79a98bb1b06a39ca37bbf55fa15a6061b610acc7dedd27231,2026-02-16 23:58:33,
P22105,TNXB,downloaded,research/alphafold_countercurvature/data/raw/afdb/P22105/P22105.pdb,research/alphafold_countercurvature/data/raw/afdb/P22105/P22105_pae.json,3f4e4f25ebd2cd75a17d667e52afc934d30d800f97b0bbe6e1e37bfd5b1d6d06,2026-02-16 23:58:35,
P43235,CTSK,downloaded,research/alphafold_countercurvature/data/raw/afdb/P43235/P43235.pdb,research/alphafold_countercurvature/data/raw/afdb/P43235/P43235_pae.json,4f39f4694cd1abd149a5ab4dbc3a260d1b10d5e6707bc59d929d71507640727d,2026-02-16 23:58:36,
P48995,TRPC1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P48995/P48995.pdb,research/alphafold_countercurvature/data/raw/afdb/P48995/P48995_pae.json,ea632c29a0789631cd83353b94b9323ff7e6c7c6630e4b7c6d994a3d97b45fc9,2026-02-16 23:58:38,
P04637,TP53,downloaded,research/alphafold_countercurvature/data/raw/afdb/P04637/P04637.pdb,research/alphafold_countercurvature/data/raw/afdb/P04637/P04637_pae.json,5a7051e8f97848d43b3747268825b29cafb5fa99d2e3fff6f58efcdb74e74cc3,2026-02-16 23:58:40,
P42771,CDKN2A,downloaded,research/alphafold_countercurvature/data/raw/afdb/P42771/P42771.pdb,research/alphafold_countercurvature/data/raw/afdb/P42771/P42771_pae.json,e5e3f55b41d28ed7c56e658ae4195623d87e73ed1c4b318da3ce9a96df591336,2026-02-16 23:58:42,
P18206,VCL,downloaded,research/alphafold_countercurvature/data/raw/afdb/P18206/P18206.pdb,research/alphafold_countercurvature/data/raw/afdb/P18206/P18206_pae.json,fe6e28e2a6c14a897a41496e84c655526b5a0148ce4e923a80f562153c5cce9a,2026-02-16 23:58:44,
Q9Y490,TLN1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9Y490/Q9Y490.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9Y490/Q9Y490_pae.json,e099abffbab11d3c3bc516cb5290b0575730723c115c481d2c5b2aec3b75927b,2026-02-16 23:58:48,
Q9NVR2,INTU,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9NVR2/Q9NVR2.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9NVR2/Q9NVR2_pae.json,1efdaf58bf9ee310be476971d9a872b3906cef08627d98754e9bdb8c8b6a83a4,2026-02-16 23:58:50,
P05186,ALPL,downloaded,research/alphafold_countercurvature/data/raw/afdb/P05186/P05186.pdb,research/alphafold_countercurvature/data/raw/afdb/P05186/P05186_pae.json,a884122fd0a5635cd6e84b3378a52fa8bc4e5830e44ba792713e8e3c6d1005e2,2026-02-18 03:45:07,
Q16665,HIF1A,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q16665/Q16665.pdb,research/alphafold_countercurvature/data/raw/afdb/Q16665/Q16665_pae.json,b52ee60205a9de2b6164d1510c3bb01ad370c08d7288a2ae21a0d52c93a5e7b4,2026-02-18 03:45:42,
P20393,NR1D1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P20393/P20393.pdb,research/alphafold_countercurvature/data/raw/afdb/P20393/P20393_pae.json,ac9f7a559e4de8459d4a45cb2aff01dab2ec91629cf1f9bfe4438469dc6b4143,2026-02-18 03:46:06,
Q6XUX3,DSTYK,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q6XUX3/Q6XUX3.pdb,research/alphafold_countercurvature/data/raw/afdb/Q6XUX3/Q6XUX3_pae.json,0928987a6ef88a5bdaf8e2f269ee62a19ce8cf78a205b7ef38395dc37aea948e,2026-02-18 03:46:08,
P22413,ENPP1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P22413/P22413.pdb,research/alphafold_countercurvature/data/raw/afdb/P22413/P22413_pae.json,b53862970ec8f0b987cde98c94d33c687bb6886be1985d0749bc79eaf9f669cf,2026-02-18 03:46:11,
P21359,NF1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P21359/P21359.pdb,research/alphafold_countercurvature/data/raw/afdb/P21359/P21359_pae.json,a3ef4a6ac1b4f5a9b1df757bf1034c26aaa15fe31c1c556c90959e4bcad88fbf,2026-02-18 03:46:13,
Q13099,IFT88,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13099/Q13099.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13099/Q13099_pae.json,1c608abc7e93efa90a87e7522e0968f268df446ca268e65566e3394d006f33e0,2026-02-18 03:46:16,
P35555,FBN1,not_found_afdb,,,,2026-02-18 03:46:17,
Q92508,PIEZO1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q92508/Q92508.pdb,research/alphafold_countercurvature/data/raw/afdb/Q92508/Q92508_pae.json,221f74f548eefe93fd4379c42d6e1948f1ae46ee1317ebeafc15fd6391dca2f7,2026-02-18 03:46:20,
Q7RTM1,OTOP1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q7RTM1/Q7RTM1.pdb,research/alphafold_countercurvature/data/raw/afdb/Q7RTM1/Q7RTM1_pae.json,7fb9199cd653f40265a08ce0b1528997e455e590237a02729dc52874f42bc8ce,2026-02-18 03:46:51,
Q02809,PLOD1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q02809/Q02809.pdb,research/alphafold_countercurvature/data/raw/afdb/Q02809/Q02809_pae.json,4f761340c9bbd4d0a07bc9e97bb3abd45d5652b4e86e8613f9cf6daba79834d5,2026-02-18 03:46:57,
P36897,TGFBR1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P36897/P36897.pdb,research/alphafold_countercurvature/data/raw/afdb/P36897/P36897_pae.json,c662f3971129998de58816b2af3bd13e263bdb77b4cca4cd13a5b527cdc634fc,2026-02-18 03:46:59,
Q01974,ROR2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q01974/Q01974.pdb,research/alphafold_countercurvature/data/raw/afdb/Q01974/Q01974_pae.json,020e8d3fe375795224c1c74ccdab6e15057bf57af755fb2f5ff69908a9c11a94,2026-02-18 03:47:01,
Q96AC1,FERMT2,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q96AC1/Q96AC1.pdb,research/alphafold_countercurvature/data/raw/afdb/Q96AC1/Q96AC1_pae.json,0842f7b652e83fa9010a1397ee4636a44d6d5a7ca502154125f317474f120cb1,2026-02-18 03:47:06,
P01137,TGFB1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P01137/P01137.pdb,research/alphafold_countercurvature/data/raw/afdb/P01137/P01137_pae.json,6620cb4be60dd6325e4e0f1b17bbe9d6ff8a479950bc1aee654725af737edd6e,2026-02-18 03:47:08,
Q9Y6J9,ETV1,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9Y6J9/Q9Y6J9.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9Y6J9/Q9Y6J9_pae.json,429d9f1967e8af2e64b1365c872e1c053aa55ccd712921f871c31ba304ac97d6,2026-02-18 03:47:10,
Q6NSZ9,CCDC57,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q6NSZ9/Q6NSZ9.pdb,research/alphafold_countercurvature/data/raw/afdb/Q6NSZ9/Q6NSZ9_pae.json,afd990a47501ad3db051fef121dff32bd552d0e0185bd0e129fdbd534ad25fa6,2026-02-18 03:47:12,
P50454,SERPINH1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P50454/P50454.pdb,research/alphafold_countercurvature/data/raw/afdb/P50454/P50454_pae.json,fc1af95ed9a59f5ea7f7bfb5b1aa88b4a75631d86e52a8c22f7f295d1a9fd7bb,2026-02-18 03:47:14,
Q13402,MYO7A,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q13402/Q13402.pdb,research/alphafold_countercurvature/data/raw/afdb/Q13402/Q13402_pae.json,abf9bf409e15e5f296801896e487f72d633842082f3baf437f788f970ce2db18,2026-02-18 03:47:17,
Q9H251,CDH23,downloaded,research/alphafold_countercurvature/data/raw/afdb/Q9H251/Q9H251.pdb,research/alphafold_countercurvature/data/raw/afdb/Q9H251/Q9H251_pae.json,92060253b8f6834f100e8d0b921d7196c0d988dedabd3584801c9a96dedc3bb4,2026-02-18 03:47:20,
O15078,CEP290,downloaded,research/alphafold_countercurvature/data/raw/afdb/O15078/O15078.pdb,research/alphafold_countercurvature/data/raw/afdb/O15078/O15078_pae.json,a915b21ef4cd0902600e4e70fb14d36bbf553ff42bf0595ca632cddca75dba77,2026-02-18 03:47:24,
P35556,FBN2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P35556/P35556.pdb,research/alphafold_countercurvature/data/raw/afdb/P35556/P35556_pae.json,064377786e840ae23faf71e5d3df9c984608130df8ba6f7cebb95eabbe6b4617,2026-02-18 03:47:27,
P21333,FLNA,downloaded,research/alphafold_countercurvature/data/raw/afdb/P21333/P21333.pdb,research/alphafold_countercurvature/data/raw/afdb/P21333/P21333_pae.json,931a28d47e163b463e25ae3e58d33c28f33e23c4a66dd97e65aa7999d8e545a0,2026-02-18 03:47:31,
P02452,COL1A1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P02452/P02452.pdb,research/alphafold_countercurvature/data/raw/afdb/P02452/P02452_pae.json,30a8cca1dad21b009ba25d556ed6343dd37e052bd27ffb3a7173673c97f5cc88,2026-02-18 03:47:35,
P05556,ITGB1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P05556/P05556.pdb,research/alphafold_countercurvature/data/raw/afdb/P05556/P05556_pae.json,bdce148a8a8e131a0a59246570cbb83c5acb50d28dc05ded4d2bb32e381dec80,2026-02-18 03:47:36,
P37173,TGFBR2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P37173/P37173.pdb,research/alphafold_countercurvature/data/raw/afdb/P37173/P37173_pae.json,d6245bbad381aa00e4152d2f0a24a91d676ba9eac891a5652c9daf314721d330,2026-02-18 03:47:38,
P08123,COL1A2,downloaded,research/alphafold_countercurvature/data/raw/afdb/P08123/P08123.pdb,research/alphafold_countercurvature/data/raw/afdb/P08123/P08123_pae.json,95cbf2bc0762c73f86d9e24701875201bbd0fbde9128a18c3fe780385cf6ed42,2026-02-18 03:47:40,
P13497,BMP1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P13497/P13497.pdb,research/alphafold_countercurvature/data/raw/afdb/P13497/P13497_pae.json,48fba6656f18d223bc73fb4ee70dbf6b5dcc950bb36edd93944addfab499b379,2026-02-18 03:47:42,
P04628,WNT1,downloaded,research/alphafold_countercurvature/data/raw/afdb/P04628/P04628.pdb,research/alphafold_countercurvature/data/raw/afdb/P04628/P04628_pae.json,4133871e6edd7579a0c645c9cb889e9d3c86020d2d7bc5072610d38dcfe3164a,2026-02-18 03:47:44,
